,nan,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
360,360,10,0.0,Apollo Kino,Apollo Kino_BurtscheidHauptstraßesw_15.csv,854.3,298.5,75.8,0,Apollo Kino_BurtscheidHauptstraßesw_18.csv,854.3,298.5,75.8,0,Apollo Kino_BurtscheidHauptstraßesw_21.csv,914.3,298.5,75.8,0.0,412.0,1256.2,Aachen,POINT (6.088960003258174 50.76932624778633),1961.01264998513,1447.27824823691,
361,361,11,1.0,Capitol,Capitol_BurtscheidHauptstraßesw_15.csv,698.0,298.5,99.5,0,Capitol_BurtscheidHauptstraßesw_18.csv,698.0,298.5,99.5,0,Capitol_BurtscheidHauptstraßesw_21.csv,619.3,298.5,80.8,0.0,291.2,923.0,Aachen,POINT (6.088960003258174 50.76932624778633),1961.01264998513,1016.57123511632,
362,362,12,2.0,,None_BurtscheidHauptstraßesw_15.csv,627.4,154.7,172.7,0,None_BurtscheidHauptstraßesw_18.csv,627.4,154.7,172.7,0,None_BurtscheidHauptstraßesw_21.csv,507.4,154.7,172.7,1.0,186.9,467.2,Aachen,POINT (6.088960003258174 50.76932624778633),1961.01264998513,508.012474708653,
363,363,13,3.0,Cineplex Aachen,Cineplex Aachen_BurtscheidHauptstraßesw_15.csv,820.4,485.0,215.4,0,Cineplex Aachen_BurtscheidHauptstraßesw_18.csv,884.4,542.9,221.5,0,Cineplex Aachen_BurtscheidHauptstraßesw_21.csv,687.3,485.0,142.3,0.0,116.1,234.8,Aachen,POINT (6.088960003258174 50.76932624778633),1961.01264998513,271.28115310169,
364,364,14,4.0,Eden Palast,Eden Palast_BurtscheidHauptstraßesw_15.csv,726.3,485.0,121.3,0,Eden Palast_BurtscheidHauptstraßesw_18.csv,726.3,485.0,121.3,0,Eden Palast_BurtscheidHauptstraßesw_21.csv,874.2,485.0,329.2,0.0,131.2,344.9,Aachen,POINT (6.088960003258174 50.76932624778633),1961.01264998513,312.570322857856,
365,365,15,0.0,Apollo Kino,Apollo Kino_EilendorfRathaussw_15.csv,1766.5,143.1,123.4,4,Apollo Kino_EilendorfRathaussw_18.csv,1766.5,143.1,123.4,3,Apollo Kino_EilendorfRathaussw_21.csv,1804.6,143.1,161.5,2.0,1022.5,4843.0,Aachen,POINT (6.15836645509339 50.776750469336804),3878.36382470935,5618.63051244453,
366,366,16,1.0,Capitol,Capitol_EilendorfRathaussw_15.csv,1893.6,143.1,130.5,1,Capitol_EilendorfRathaussw_18.csv,1893.6,143.1,130.5,1,Capitol_EilendorfRathaussw_21.csv,1533.6,143.1,130.5,1.0,946.2,4352.8,Aachen,POINT (6.15836645509339 50.776750469336804),3878.36382470935,5002.98497843054,
367,367,17,2.0,,None_EilendorfRathaussw_15.csv,1758.2,143.1,295.1,1,None_EilendorfRathaussw_18.csv,1758.2,143.1,295.1,1,None_EilendorfRathaussw_21.csv,1826.6,143.1,183.5,1.0,903.2,4337.4,Aachen,POINT (6.15836645509339 50.776750469336804),3878.36382470935,5195.39692016866,
368,368,18,3.0,Cineplex Aachen,Cineplex Aachen_EilendorfRathaussw_15.csv,1639.8,143.1,176.7,1,Cineplex Aachen_EilendorfRathaussw_18.csv,1639.8,143.1,176.7,1,Cineplex Aachen_EilendorfRathaussw_21.csv,1984.5,143.1,341.4,1.0,832.5,4238.5,Aachen,POINT (6.15836645509339 50.776750469336804),3878.36382470935,5066.36013025434,
369,369,19,4.0,Eden Palast,Eden Palast_EilendorfRathaussw_15.csv,1826.7,143.1,363.6,1,Eden Palast_EilendorfRathaussw_18.csv,1826.7,143.1,363.6,1,Eden Palast_EilendorfRathaussw_21.csv,1884.4,143.1,121.3,2.0,924.2,4425.4,Aachen,POINT (6.15836645509339 50.776750469336804),3878.36382470935,5192.4794687098,
370,370,20,0.0,Apollo Kino,Apollo Kino_LaurensbergHausLindesw_15.csv,867.3,61.5,145.8,0,Apollo Kino_LaurensbergHausLindesw_18.csv,867.3,61.5,145.8,0,Apollo Kino_LaurensbergHausLindesw_21.csv,807.3,61.5,145.8,0.0,545.4,2840.1,Aachen,POINT (6.061084877135483 50.808216440286145),6538.3034737417,3312.38816127144,
371,371,21,1.0,Capitol,Capitol_LaurensbergHausLindesw_15.csv,941.0,61.5,99.5,0,Capitol_LaurensbergHausLindesw_18.csv,941.0,61.5,99.5,0,Capitol_LaurensbergHausLindesw_21.csv,941.0,61.5,99.5,1.0,613.1,3248.8,Aachen,POINT (6.061084877135483 50.808216440286145),6538.3034737417,3802.6806660478,
372,372,22,2.0,,None_LaurensbergHausLindesw_15.csv,1510.9,378.2,172.7,2,None_LaurensbergHausLindesw_18.csv,1623.1,250.4,172.7,0,None_LaurensbergHausLindesw_21.csv,1865.5,432.8,172.7,1.0,915.0,3483.6,Aachen,POINT (6.061084877135483 50.808216440286145),6538.3034737417,4252.2566100201,
373,373,23,3.0,Cineplex Aachen,Cineplex Aachen_LaurensbergHausLindesw_15.csv,1378.2,61.5,176.7,0,Cineplex Aachen_LaurensbergHausLindesw_18.csv,1498.2,61.5,176.7,0,Cineplex Aachen_LaurensbergHausLindesw_21.csv,1618.2,61.5,176.7,1.0,883.1,3689.4,Aachen,POINT (6.061084877135483 50.808216440286145),6538.3034737417,4482.555321147,
374,374,24,4.0,Eden Palast,Eden Palast_LaurensbergHausLindesw_15.csv,1699.5,378.2,121.3,1,Eden Palast_LaurensbergHausLindesw_18.csv,1571.7,250.4,121.3,0,Eden Palast_LaurensbergHausLindesw_21.csv,1502.8,61.5,121.3,1.0,888.0,3662.3,Aachen,POINT (6.061084877135483 50.808216440286145),6538.3034737417,4485.95934764828,
375,375,25,0.0,Apollo Kino,Apollo Kino_Augustastraße-KPL_15.csv,573.7,17.9,75.8,1,Apollo Kino_Augustastraße-KPL_18.csv,573.7,17.9,75.8,1,Apollo Kino_Augustastraße-KPL_21.csv,643.7,17.9,145.8,1.0,456.2,1482.1,Aachen,POINT (6.101786859127649 50.77423829612902),1843.09852635565,1762.97678027841,
376,376,26,1.0,Capitol,Capitol_Augustastraße-KPL_15.csv,477.4,17.9,99.5,2,Capitol_Augustastraße-KPL_18.csv,477.4,17.9,99.5,2,Capitol_Augustastraße-KPL_21.csv,417.4,17.9,99.5,0.0,347.5,868.8,Aachen,POINT (6.101786859127649 50.77423829612902),1843.09852635565,1110.40483113569,
377,377,27,2.0,,None_Augustastraße-KPL_15.csv,741.4,17.9,183.5,2,None_Augustastraße-KPL_18.csv,741.4,17.9,183.5,2,None_Augustastraße-KPL_21.csv,801.4,17.9,183.5,0.0,357.5,1000.1,Aachen,POINT (6.101786859127649 50.77423829612902),1843.09852635565,1194.86225585519,
378,378,28,3.0,Cineplex Aachen,Cineplex Aachen_Augustastraße-KPL_15.csv,734.6,17.9,176.7,2,Cineplex Aachen_Augustastraße-KPL_18.csv,734.6,17.9,176.7,2,Cineplex Aachen_Augustastraße-KPL_21.csv,794.6,17.9,176.7,0.0,286.7,901.2,Aachen,POINT (6.101786859127649 50.77423829612902),1843.09852635565,1086.00577946833,
379,379,29,4.0,Eden Palast,Eden Palast_Augustastraße-KPL_15.csv,679.2,17.9,121.3,3,Eden Palast_Augustastraße-KPL_18.csv,679.2,17.9,121.3,3,Eden Palast_Augustastraße-KPL_21.csv,739.2,17.9,121.3,2.0,378.4,1088.1,Aachen,POINT (6.101786859127649 50.77423829612902),1843.09852635565,1217.27713510049,
380,380,30,0.0,Apollo Kino,Apollo Kino_EilendorfKirchfeldsw_15.csv,1744.4,121.0,123.4,4,Apollo Kino_EilendorfKirchfeldsw_18.csv,1744.4,121.0,123.4,3,Apollo Kino_EilendorfKirchfeldsw_21.csv,1782.5,121.0,161.5,2.0,1015.1,4805.4,Aachen,POINT (6.1576818523354255 50.77795686333907),3908.55609990252,5561.48506235732,
381,381,31,1.0,Capitol,Capitol_EilendorfKirchfeldsw_15.csv,1871.5,121.0,130.5,1,Capitol_EilendorfKirchfeldsw_18.csv,1871.5,121.0,130.5,1,Capitol_EilendorfKirchfeldsw_21.csv,1511.5,121.0,130.5,1.0,938.8,4315.2,Aachen,POINT (6.1576818523354255 50.77795686333907),3908.55609990252,4951.46118356551,
382,382,32,2.0,,None_EilendorfKirchfeldsw_15.csv,1736.1,121.0,295.1,1,None_EilendorfKirchfeldsw_18.csv,1736.1,121.0,295.1,1,None_EilendorfKirchfeldsw_21.csv,1804.5,121.0,183.5,1.0,895.9,4344.5,Aachen,POINT (6.1576818523354255 50.77795686333907),3908.55609990252,5159.46527367274,
383,383,33,3.0,Cineplex Aachen,Cineplex Aachen_EilendorfKirchfeldsw_15.csv,1617.7,121.0,176.7,1,Cineplex Aachen_EilendorfKirchfeldsw_18.csv,1617.7,121.0,176.7,1,Cineplex Aachen_EilendorfKirchfeldsw_21.csv,1962.4,121.0,341.4,1.0,825.1,4245.7,Aachen,POINT (6.1576818523354255 50.77795686333907),3908.55609990252,5035.90395322915,
384,384,34,4.0,Eden Palast,Eden Palast_EilendorfKirchfeldsw_15.csv,1782.6,401.3,121.3,1,Eden Palast_EilendorfKirchfeldsw_18.csv,1782.6,401.3,121.3,1,Eden Palast_EilendorfKirchfeldsw_21.csv,1862.3,121.0,121.3,2.0,916.8,4432.6,Aachen,POINT (6.1576818523354255 50.77795686333907),3908.55609990252,5163.0781655369,
385,385,35,0.0,Apollo Kino,Apollo Kino_TechnischeHochschule-PON_15.csv,855.5,558.2,237.3,0,Apollo Kino_TechnischeHochschule-PON_18.csv,855.5,558.2,237.3,0,Apollo Kino_TechnischeHochschule-PON_21.csv,568.9,151.6,237.3,0.0,465.7,799.2,Aachen,POINT (6.079164620748165 50.77320776071289),2774.00641271784,831.796270190064,
386,386,36,1.0,Capitol,Capitol_TechnischeHochschule-PON_15.csv,562.1,151.6,110.5,0,Capitol_TechnischeHochschule-PON_18.csv,795.6,160.3,215.3,0,Capitol_TechnischeHochschule-PON_21.csv,562.1,151.6,110.5,0.0,344.9,697.3,Aachen,POINT (6.079164620748165 50.77320776071289),2774.00641271784,825.086175486985,
387,387,37,2.0,,None_TechnischeHochschule-PON_15.csv,453.0,160.3,172.7,0,None_TechnischeHochschule-PON_18.csv,453.0,160.3,172.7,0,None_TechnischeHochschule-PON_21.csv,453.0,160.3,172.7,0.0,240.5,416.8,Aachen,POINT (6.079164620748165 50.77320776071289),2774.00641271784,407.745936317495,
388,388,38,3.0,Cineplex Aachen,Cineplex Aachen_TechnischeHochschule-PON_15.csv,450.3,160.3,170.0,0,Cineplex Aachen_TechnischeHochschule-PON_18.csv,450.3,160.3,170.0,0,Cineplex Aachen_TechnischeHochschule-PON_21.csv,450.3,160.3,170.0,0.0,250.0,555.1,Aachen,POINT (6.079164620748165 50.77320776071289),2774.00641271784,589.412167103697,
389,389,39,4.0,Eden Palast,Eden Palast_TechnischeHochschule-PON_15.csv,1279.5,558.2,121.3,2,Eden Palast_TechnischeHochschule-PON_18.csv,1575.8,160.3,275.5,1,Eden Palast_TechnischeHochschule-PON_21.csv,1310.1,160.3,189.8,0.0,213.6,523.4,Aachen,POINT (6.079164620748165 50.77320776071289),2774.00641271784,503.065980485439,
390,390,40,0.0,Apollo Kino,Apollo Kino_DresdenerStraßesw_15.csv,1132.1,156.3,75.8,2,Apollo Kino_DresdenerStraßesw_18.csv,1132.1,156.3,75.8,2,Apollo Kino_DresdenerStraßesw_21.csv,1028.9,293.1,75.8,2.0,579.7,2318.2,Aachen,POINT (6.117844294102727 50.77683444018735),2060.06243838685,2776.42618949887,
391,391,41,1.0,Capitol,Capitol_DresdenerStraßesw_15.csv,992.6,293.1,99.5,0,Capitol_DresdenerStraßesw_18.csv,992.6,293.1,99.5,1,Capitol_DresdenerStraßesw_21.csv,872.6,293.1,99.5,1.0,503.4,1828.1,Aachen,POINT (6.117844294102727 50.77683444018735),2060.06243838685,2148.34223880465,
392,392,42,2.0,,None_DresdenerStraßesw_15.csv,1267.9,156.3,151.6,1,None_DresdenerStraßesw_18.csv,1267.9,156.3,151.6,1,None_DresdenerStraßesw_21.csv,1224.7,293.1,151.6,1.0,507.2,1992.4,Aachen,POINT (6.117844294102727 50.77683444018735),2060.06243838685,2357.63359354488,
393,393,43,3.0,Cineplex Aachen,Cineplex Aachen_DresdenerStraßesw_15.csv,1279.1,329.1,170.0,1,Cineplex Aachen_DresdenerStraßesw_18.csv,1279.1,329.1,170.0,1,Cineplex Aachen_DresdenerStraßesw_21.csv,1249.8,293.1,176.7,1.0,436.5,1790.3,Aachen,POINT (6.117844294102727 50.77683444018735),2060.06243838685,2254.52641589147,
394,394,44,4.0,Eden Palast,Eden Palast_DresdenerStraßesw_15.csv,1237.6,156.3,121.3,3,Eden Palast_DresdenerStraßesw_18.csv,1237.6,156.3,121.3,3,Eden Palast_DresdenerStraßesw_21.csv,1194.4,293.1,121.3,3.0,528.2,1977.3,Aachen,POINT (6.117844294102727 50.77683444018735),2060.06243838685,2385.32827412084,
395,395,45,0.0,Apollo Kino,Apollo Kino_Hansemannplatz-KPLH2_15.csv,671.7,235.9,75.8,0,Apollo Kino_Hansemannplatz-KPLH2_18.csv,671.7,235.9,75.8,1,Apollo Kino_Hansemannplatz-KPLH2_21.csv,710.8,347.4,123.4,0.0,444.3,1167.6,Aachen,POINT (6.095583557971016 50.77427657644928),2046.35909841172,1372.56602172987,
396,396,46,1.0,Capitol,Capitol_Hansemannplatz-KPLH2_15.csv,515.4,235.9,99.5,0,Capitol_Hansemannplatz-KPLH2_18.csv,515.4,235.9,99.5,0,Capitol_Hansemannplatz-KPLH2_21.csv,680.4,347.4,213.0,0.0,335.6,554.4,Aachen,POINT (6.095583557971016 50.77427657644928),2046.35909841172,733.454013441716,
397,397,47,2.0,,None_Hansemannplatz-KPLH2_15.csv,885.0,401.5,183.5,1,None_Hansemannplatz-KPLH2_18.csv,885.0,401.5,183.5,0,None_Hansemannplatz-KPLH2_21.csv,950.9,347.4,183.5,0.0,305.2,654.4,Aachen,POINT (6.095583557971016 50.77427657644928),2046.35909841172,761.724437099698,
398,398,48,3.0,Cineplex Aachen,Cineplex Aachen_Hansemannplatz-KPLH2_15.csv,882.9,232.9,170.0,1,Cineplex Aachen_Hansemannplatz-KPLH2_18.csv,882.9,232.9,170.0,1,Cineplex Aachen_Hansemannplatz-KPLH2_21.csv,1108.8,347.4,341.4,0.0,234.4,594.0,Aachen,POINT (6.095583557971016 50.77427657644928),2046.35909841172,680.437221319203,
399,399,49,4.0,Eden Palast,Eden Palast_Hansemannplatz-KPLH2_15.csv,937.5,232.9,224.6,1,Eden Palast_Hansemannplatz-KPLH2_18.csv,937.5,232.9,224.6,1,Eden Palast_Hansemannplatz-KPLH2_21.csv,654.2,232.9,121.3,0.0,326.1,780.9,Aachen,POINT (6.095583557971016 50.77427657644928),2046.35909841172,812.72551580626,
400,400,0,0.0,Apollo Kino,Apollo Kino_AachenBushofH11_15.csv,800.4,244.6,75.8,0,Apollo Kino_AachenBushofH11_18.csv,800.4,244.6,75.8,0,Apollo Kino_AachenBushofH11_21.csv,761.3,385.5,75.8,1.0,395.5,1067.0,Aachen,POINT (6.09103969805681 50.7737007117017),2186.89311666036,1153.32627962596,
401,401,1,1.0,Capitol,Capitol_AachenBushofH11_15.csv,644.1,244.6,99.5,0,Capitol_AachenBushofH11_18.csv,644.1,244.6,99.5,0,Capitol_AachenBushofH11_21.csv,545.0,385.5,99.5,0.0,274.7,503.7,Aachen,POINT (6.09103969805681 50.7737007117017),2186.89311666036,581.250949818509,
402,402,2,2.0,,None_AachenBushofH11_15.csv,678.4,346.8,151.6,0,None_AachenBushofH11_18.csv,678.4,346.8,151.6,0,None_AachenBushofH11_21.csv,702.0,385.5,136.5,0.0,170.3,411.1,Aachen,POINT (6.09103969805681 50.7737007117017),2186.89311666036,435.039158452776,
403,403,3,3.0,Cineplex Aachen,Cineplex Aachen_AachenBushofH11_15.csv,534.6,244.6,170.0,0,Cineplex Aachen_AachenBushofH11_18.csv,534.6,244.6,170.0,0,Cineplex Aachen_AachenBushofH11_21.csv,499.5,297.2,142.3,0.0,99.6,321.9,Aachen,POINT (6.09103969805681 50.7737007117017),2186.89311666036,378.108556630237,
404,404,4,4.0,Eden Palast,Eden Palast_AachenBushofH11_15.csv,538.5,297.2,121.3,0,Eden Palast_AachenBushofH11_18.csv,538.5,297.2,121.3,0,Eden Palast_AachenBushofH11_21.csv,626.8,385.5,121.3,0.0,191.3,508.8,Aachen,POINT (6.09103969805681 50.7737007117017),2186.89311666036,506.232553454724,
405,405,5,0.0,Apollo Kino,Apollo Kino_Giselastraßelw_15.csv,1716.7,320.9,75.8,1,Apollo Kino_Giselastraßelw_18.csv,1670.9,455.1,75.8,3,Apollo Kino_Giselastraßelw_21.csv,1904.6,183.1,161.5,2.0,684.0,2443.3,Aachen,POINT (6.08340295 50.7564911),1981.7028668656,2709.74601679191,
406,406,6,1.0,Capitol,Capitol_Giselastraßelw_15.csv,1560.4,320.9,99.5,1,Capitol_Giselastraßelw_18.csv,1514.6,455.1,99.5,3,Capitol_Giselastraßelw_21.csv,1260.4,320.9,99.5,0.0,563.2,2116.2,Aachen,POINT (6.08340295 50.7564911),1981.7028668656,2456.27282154309,
407,407,7,2.0,,None_Giselastraßelw_15.csv,1213.6,320.9,172.7,0,None_Giselastraßelw_18.csv,1213.6,320.9,172.7,0,None_Giselastraßelw_21.csv,1093.6,320.9,172.7,0.0,458.9,1490.6,Aachen,POINT (6.08340295 50.7564911),1981.7028668656,1852.77983285363,
408,408,8,3.0,Cineplex Aachen,Cineplex Aachen_Giselastraßelw_15.csv,1210.9,320.9,170.0,0,Cineplex Aachen_Giselastraßelw_18.csv,1165.1,455.1,170.0,0,Cineplex Aachen_Giselastraßelw_21.csv,1090.9,320.9,170.0,0.0,344.9,1427.9,Aachen,POINT (6.08340295 50.7564911),1981.7028668656,1682.71093242003,
409,409,9,4.0,Eden Palast,Eden Palast_Giselastraßelw_15.csv,1459.7,455.1,224.6,0,Eden Palast_Giselastraßelw_18.csv,1399.7,455.1,224.6,1,Eden Palast_Giselastraßelw_21.csv,1042.2,320.9,121.3,0.0,336.1,1313.3,Aachen,POINT (6.08340295 50.7564911),1981.7028668656,1613.4200452755,
410,410,10,0.0,Apollo Kino,Apollo Kino_Geschwister-Scholl-Gymnasiumlw_15.csv,1102.6,246.8,75.8,2,Apollo Kino_Geschwister-Scholl-Gymnasiumlw_18.csv,1102.6,246.8,75.8,2,Apollo Kino_Geschwister-Scholl-Gymnasiumlw_21.csv,1139.4,299.2,180.2,1.0,603.0,2542.9,Aachen,POINT (6.118161694605526 50.771508317963786),1496.01220752439,2948.10415243084,
411,411,11,1.0,Capitol,Capitol_Geschwister-Scholl-Gymnasiumlw_15.csv,1006.3,246.8,99.5,2,Capitol_Geschwister-Scholl-Gymnasiumlw_18.csv,1006.3,246.8,99.5,2,Capitol_Geschwister-Scholl-Gymnasiumlw_21.csv,946.3,246.8,99.5,0.0,494.2,1869.3,Aachen,POINT (6.118161694605526 50.771508317963786),1496.01220752439,2296.06773043957,
412,412,12,2.0,,None_Geschwister-Scholl-Gymnasiumlw_15.csv,990.3,157.6,172.7,0,None_Geschwister-Scholl-Gymnasiumlw_18.csv,990.3,157.6,172.7,0,None_Geschwister-Scholl-Gymnasiumlw_21.csv,1149.2,157.6,151.6,1.0,425.1,1885.6,Aachen,POINT (6.118161694605526 50.771508317963786),1496.01220752439,2350.38156987995,
413,413,13,3.0,Cineplex Aachen,Cineplex Aachen_Geschwister-Scholl-Gymnasiumlw_15.csv,1056.4,339.7,176.7,0,Cineplex Aachen_Geschwister-Scholl-Gymnasiumlw_18.csv,1056.4,339.7,176.7,0,Cineplex Aachen_Geschwister-Scholl-Gymnasiumlw_21.csv,975.7,339.7,276.0,0.0,354.4,1786.7,Aachen,POINT (6.118161694605526 50.771508317963786),1496.01220752439,2195.66578804061,
414,414,14,4.0,Eden Palast,Eden Palast_Geschwister-Scholl-Gymnasiumlw_15.csv,1208.1,246.8,121.3,3,Eden Palast_Geschwister-Scholl-Gymnasiumlw_18.csv,1208.1,246.8,121.3,3,Eden Palast_Geschwister-Scholl-Gymnasiumlw_21.csv,866.6,339.7,166.9,0.0,446.1,1973.6,Aachen,POINT (6.118161694605526 50.771508317963786),1496.01220752439,2316.82355123302,
415,415,15,0.0,Apollo Kino,Apollo Kino_AachenKaiserplatzH5-AUGU_15.csv,1496.5,460.7,75.8,0,Apollo Kino_AachenKaiserplatzH5-AUGU_18.csv,1496.5,460.7,75.8,0,Apollo Kino_AachenKaiserplatzH5-AUGU_21.csv,1320.4,464.6,75.8,2.0,348.2,1348.4,Aachen,POINT (6.1002159625953265 50.77721164928183),2191.64125626718,1548.65412872288,
416,416,16,1.0,Capitol,Capitol_AachenKaiserplatzH5-AUGU_15.csv,1340.2,460.7,99.5,1,Capitol_AachenKaiserplatzH5-AUGU_18.csv,2000.2,460.7,99.5,3,Capitol_AachenKaiserplatzH5-AUGU_21.csv,905.4,464.6,80.8,0.0,271.9,858.2,Aachen,POINT (6.1002159625953265 50.77721164928183),2191.64125626718,907.5543727471,
417,417,17,2.0,,None_AachenKaiserplatzH5-AUGU_15.csv,1233.4,460.7,172.7,1,None_AachenKaiserplatzH5-AUGU_18.csv,1250.3,464.6,125.7,2,None_AachenKaiserplatzH5-AUGU_21.csv,1381.1,464.6,136.5,1.0,397.3,1022.5,Aachen,POINT (6.1002159625953265 50.77721164928183),2191.64125626718,1169.86959958135,
418,418,18,3.0,Cineplex Aachen,Cineplex Aachen_AachenKaiserplatzH5-AUGU_15.csv,1181.3,464.6,176.7,2,Cineplex Aachen_AachenKaiserplatzH5-AUGU_18.csv,1181.3,464.6,176.7,2,Cineplex Aachen_AachenKaiserplatzH5-AUGU_21.csv,1386.9,464.6,142.3,2.0,326.5,1065.8,Aachen,POINT (6.1002159625953265 50.77721164928183),2191.64125626718,1129.8420510246,
419,419,19,4.0,Eden Palast,Eden Palast_AachenKaiserplatzH5-AUGU_15.csv,1125.9,464.6,121.3,2,Eden Palast_AachenKaiserplatzH5-AUGU_18.csv,1125.9,464.6,121.3,2,Eden Palast_AachenKaiserplatzH5-AUGU_21.csv,942.0,460.7,121.3,0.0,418.2,1252.7,Aachen,POINT (6.1002159625953265 50.77721164928183),2191.64125626718,1260.49797001241,
420,420,20,0.0,Apollo Kino,Apollo Kino_LaurensbergRathaussw_15.csv,598.6,32.8,145.8,0,Apollo Kino_LaurensbergRathaussw_18.csv,598.6,32.8,145.8,0,Apollo Kino_LaurensbergRathaussw_21.csv,598.6,32.8,145.8,0.0,397.2,1822.0,Aachen,POINT (6.063067202881077 50.796820971333055),5426.59483582088,2116.42586395775,
421,421,21,1.0,Capitol,Capitol_LaurensbergRathaussw_15.csv,732.3,32.8,99.5,0,Capitol_LaurensbergRathaussw_18.csv,732.3,32.8,99.5,0,Capitol_LaurensbergRathaussw_21.csv,732.3,32.8,99.5,1.0,464.9,2230.7,Aachen,POINT (6.063067202881077 50.796820971333055),5426.59483582088,2675.86804050451,
422,422,22,2.0,,None_LaurensbergRathaussw_15.csv,1268.3,255.6,172.7,3,None_LaurensbergRathaussw_18.csv,1264.4,32.8,151.6,0,None_LaurensbergRathaussw_21.csv,1321.3,188.6,172.7,0.0,766.8,2465.5,Aachen,POINT (6.063067202881077 50.796820971333055),5426.59483582088,3055.54650033099,
423,423,23,3.0,Cineplex Aachen,Cineplex Aachen_LaurensbergRathaussw_15.csv,1169.5,32.8,176.7,0,Cineplex Aachen_LaurensbergRathaussw_18.csv,1289.5,32.8,176.7,0,Cineplex Aachen_LaurensbergRathaussw_21.csv,1318.6,188.6,170.0,0.0,734.9,2671.2,Aachen,POINT (6.063067202881077 50.796820971333055),5426.59483582088,3291.45371383682,
424,424,24,4.0,Eden Palast,Eden Palast_LaurensbergRathaussw_15.csv,1456.9,255.6,121.3,2,Eden Palast_LaurensbergRathaussw_18.csv,1114.1,32.8,121.3,0,Eden Palast_LaurensbergRathaussw_21.csv,1269.9,188.6,121.3,0.0,739.9,2644.1,Aachen,POINT (6.063067202881077 50.796820971333055),5426.59483582088,3279.83165822361,
425,425,25,0.0,Apollo Kino,Apollo Kino_Schmiedgassesw_15.csv,1555.0,324.2,270.8,0,Apollo Kino_Schmiedgassesw_18.csv,1555.0,324.2,270.8,0,Apollo Kino_Schmiedgassesw_21.csv,1370.0,324.2,145.8,0.0,717.1,2818.8,Aachen,POINT (6.037119197801529 50.77386633258176),5492.53532108418,3047.08159897409,
426,426,26,1.0,Capitol,Capitol_Schmiedgassesw_15.csv,1842.7,324.2,198.5,0,Capitol_Schmiedgassesw_18.csv,1842.7,324.2,198.5,0,Capitol_Schmiedgassesw_21.csv,1601.2,425.9,215.3,0.0,781.5,3163.2,Aachen,POINT (6.037119197801529 50.77386633258176),5492.53532108418,3589.30483084356,
427,427,27,2.0,,None_Schmiedgassesw_15.csv,1438.6,425.9,172.7,0,None_Schmiedgassesw_18.csv,1438.6,425.9,172.7,0,None_Schmiedgassesw_21.csv,1258.6,425.9,172.7,0.0,773.8,2948.1,Aachen,POINT (6.037119197801529 50.77386633258176),5492.53532108418,3374.86680323503,
428,428,28,3.0,Cineplex Aachen,Cineplex Aachen_Schmiedgassesw_15.csv,1435.9,425.9,170.0,0,Cineplex Aachen_Schmiedgassesw_18.csv,1435.9,425.9,170.0,0,Cineplex Aachen_Schmiedgassesw_21.csv,1255.9,425.9,170.0,0.0,708.1,3033.8,Aachen,POINT (6.037119197801529 50.77386633258176),5492.53532108418,3532.19011025186,
429,429,29,4.0,Eden Palast,Eden Palast_Schmiedgassesw_15.csv,1490.5,425.9,224.6,0,Eden Palast_Schmiedgassesw_18.csv,1490.5,425.9,224.6,0,Eden Palast_Schmiedgassesw_21.csv,1873.2,425.9,367.3,0.0,699.2,2945.3,Aachen,POINT (6.037119197801529 50.77386633258176),5492.53532108418,3417.1057204716,
430,430,30,0.0,Apollo Kino,Apollo Kino_Burtscheidlw_15.csv,1510.3,414.5,75.8,1,Apollo Kino_Burtscheidlw_18.csv,1510.3,414.5,75.8,1,Apollo Kino_Burtscheidlw_21.csv,1329.8,786.4,123.4,0.0,566.4,1839.1,Aachen,POINT (6.095047492282161 50.7640232452561),1282.55947884963,2173.56895409425,
431,431,31,1.0,Capitol,Capitol_Burtscheidlw_15.csv,1354.0,414.5,99.5,1,Capitol_Burtscheidlw_18.csv,1354.0,414.5,99.5,1,Capitol_Burtscheidlw_21.csv,1054.0,414.5,99.5,0.0,457.6,1432.3,Aachen,POINT (6.095047492282161 50.7640232452561),1282.55947884963,1687.6797884296,
432,432,32,2.0,,None_Burtscheidlw_15.csv,1219.2,744.1,295.1,0,None_Burtscheidlw_18.csv,1219.2,744.1,295.1,0,None_Burtscheidlw_21.csv,1159.2,744.1,295.1,0.0,362.5,1181.7,Aachen,POINT (6.095047492282161 50.7640232452561),1282.55947884963,1237.58252752199,
433,433,33,3.0,Cineplex Aachen,Cineplex Aachen_Burtscheidlw_15.csv,884.5,414.5,170.0,0,Cineplex Aachen_Burtscheidlw_18.csv,824.5,414.5,170.0,0,Cineplex Aachen_Burtscheidlw_21.csv,824.5,414.5,170.0,0.0,291.8,943.0,Aachen,POINT (6.095047492282161 50.7640232452561),1282.55947884963,999.941928294802,
