,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,dummy_women,average_possible_women,dummy_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,dummy_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
144,Eden Palast,Eden Palast_AachenBushofH5_15.csv,541.5,240.2,121.3,0,Eden Palast_AachenBushofH5_18.csv,541.5,240.2,121.3,0,Eden Palast_AachenBushofH5_21.csv,520.3,279,121.3,0,242.2,621.4,Aachen,POINT (6.091083776358926 50.77502009985853),2298.24654803619,608.6608569236,,1603.3,1.12402743660868,1.12402743660868,1.16982674788314,1.13929387370017,1361.1,transit,541.5,car,180,66.7590027700831,transit,541.5,car,180,66.7590027700831,transit,520.3,car,120,76.9363828560446,480,70.1514627987369,0,541.5,541.5,520.3,534.433333333333,6483,yes,yes,6483,yes,yes,6440.6,yes,yes,6468.86666666667,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes
145,Apollo Kino,Apollo Kino_Josefskirche(Justizzentrum)sw-5er_15.csv,1015.2,399.4,75.8,1,Apollo Kino_Josefskirche(Justizzentrum)sw-5er_18.csv,1015.2,399.4,75.8,1,Apollo Kino_Josefskirche(Justizzentrum)sw-5er_21.csv,966.8,351,75.8,2,425.4,1528.7,Aachen,POINT (6.102141217913561 50.77605601063598),2024.84446152112,1714.64859557812,,2997.2,1.68897615797687,1.68897615797687,1.77352978442089,1.71716070012488,2571.8,transit,1015.2,car,540,46.8085106382979,transit,1015.2,car,540,46.8085106382979,transit,966.8,car,540,44.1456350848159,1620,45.9208854538039,4,1015.2,1015.2,966.8,999.066666666667,7430.4,no,yes,7430.4,no,yes,7333.6,no,yes,7398.13333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
146,Capitol,Capitol_Josefskirche(Justizzentrum)sw-5er_15.csv,918.9,399.4,99.5,2,Capitol_Josefskirche(Justizzentrum)sw-5er_18.csv,918.9,399.4,99.5,2,Capitol_Josefskirche(Justizzentrum)sw-5er_21.csv,810.5,351,99.5,1,330.7,968.3,Aachen,POINT (6.102141217913561 50.77605601063598),2024.84446152112,1066.26074194417,,2648.3,1.16036646201346,1.16036646201346,1.3155592127627,1.21209737892988,2317.6,transit,918.9,car,420,54.2931766242246,transit,918.9,car,420,54.2931766242246,transit,810.5,car,360,55.5829734731647,1200,54.7231089072047,5,918.9,918.9,810.5,882.766666666667,7237.8,no,yes,7237.8,no,yes,7021,no,yes,7165.53333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
147,,None_Josefskirche(Justizzentrum)sw-5er_15.csv,851.3,159.7,151.6,2,None_Josefskirche(Justizzentrum)sw-5er_18.csv,851.3,159.7,151.6,2,None_Josefskirche(Justizzentrum)sw-5er_21.csv,911.3,159.7,151.6,0,398.2,1068.3,Aachen,POINT (6.102141217913561 50.77605601063598),2024.84446152112,1256.62075489547,,2613.9,1.47611976376773,1.47611976376773,1.3789320255629,1.44372385103279,2215.7,transit,851.3,car,540,36.5676024903089,transit,851.3,car,540,36.5676024903089,transit,911.3,car,600,34.1599912213322,1680,35.76506540065,4,851.3,851.3,911.3,871.3,7102.6,no,yes,7102.6,no,yes,7222.6,no,yes,7142.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
148,Cineplex Aachen,Cineplex Aachen_Josefskirche(Justizzentrum)sw-5er_15.csv,1088.8,432.1,176.7,1,Cineplex Aachen_Josefskirche(Justizzentrum)sw-5er_18.csv,1088.8,432.1,176.7,1,Cineplex Aachen_Josefskirche(Justizzentrum)sw-5er_21.csv,1187.7,351,176.7,1,327.4,1024.4,Aachen,POINT (6.102141217913561 50.77605601063598),2024.84446152112,1182.74440275123,,3365.3,1.08628251538504,1.08628251538504,0.995827568200076,1.05613086632338,3037.9,foot,1024.4,car,480,55.9147685525349,foot,1024.4,car,480,55.9147685525349,foot,1024.4,car,660,44.4304117201314,1620,52.0866496084004,3,1024.4,1024.4,1024.4,1024.4,7448.8,no,yes,7448.8,no,yes,7448.8,no,yes,7448.8,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
149,Eden Palast,Eden Palast_Josefskirche(Justizzentrum)sw-5er_15.csv,1033.4,432.1,121.3,1,Eden Palast_Josefskirche(Justizzentrum)sw-5er_18.csv,1033.4,432.1,121.3,1,Eden Palast_Josefskirche(Justizzentrum)sw-5er_21.csv,1132.3,351,121.3,3,419.1,1211.3,Aachen,POINT (6.102141217913561 50.77605601063598),2024.84446152112,1315.15857211107,,3199.1,1.27265199546262,1.27265199546262,1.161493042578,1.23559901116775,2780,transit,1033.4,car,480,53.5513837816915,transit,1033.4,car,480,53.5513837816915,transit,1132.3,car,660,41.7115605404928,1620,49.6047760346253,5,1033.4,1033.4,1132.3,1066.36666666667,7466.8,no,yes,7466.8,no,yes,7664.6,no,yes,7532.73333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
150,Apollo Kino,Apollo Kino_KornelimünsterSteinkaulweidsw_15.csv,2622,446.2,75.8,1,Apollo Kino_KornelimünsterSteinkaulweidsw_18.csv,2622,446.2,75.8,1,Apollo Kino_KornelimünsterSteinkaulweidsw_21.csv,2562,446.2,75.8,4,1458.3,7169.5,Aachen,POINT (6.166510099999999 50.72750475000001),5228.59879941423,8554.90120007846,,7806,3.2627388253541,3.2627388253541,3.33914957067856,3.28820907379559,6347.7,transit,2622,car,2100,19.908466819222,transit,2622,car,2100,19.908466819222,transit,2562,car,2040,20.3747072599532,6240,20.0638802994657,6,2622,2622,2562,2602,10644,no,yes,10644,no,yes,10524,no,yes,10604,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
151,Capitol,Capitol_KornelimünsterSteinkaulweidsw_15.csv,3005.7,446.2,99.5,3,Capitol_KornelimünsterSteinkaulweidsw_18.csv,3005.7,446.2,99.5,1,Capitol_KornelimünsterSteinkaulweidsw_21.csv,2345.7,446.2,99.5,3,1349.5,6727.7,Aachen,POINT (6.166510099999999 50.72750475000001),5228.59879941423,7948.8574882849,,8357.1,2.64459443333829,2.64459443333829,3.38869313564603,2.89262733410754,7007.6,transit,3005.7,car,2460,18.1555045413714,transit,3005.7,car,2460,18.1555045413714,transit,2345.7,car,1800,23.2638444813915,6720,19.8582845213781,7,3005.7,3005.7,2345.7,2785.7,11411.4,no,yes,11411.4,no,yes,10091.4,no,yes,10971.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
152,,None_KornelimünsterSteinkaulweidsw_15.csv,2877.8,446.2,151.6,0,None_KornelimünsterSteinkaulweidsw_18.csv,2778.9,446.2,172.7,0,None_KornelimünsterSteinkaulweidsw_21.csv,2658.9,446.2,172.7,2,1254.4,6512.2,Aachen,POINT (6.166510099999999 50.72750475000001),5228.59879941423,7674.27999720095,,8315.6,2.66671763055144,2.76162510245095,2.8862612347967,2.77153465593303,7061.2,transit,2877.8,car,2280,20.7728125651539,transit,2778.9,car,2160,22.2714023534492,transit,2658.9,car,2040,23.2765429312874,6480,22.1069192832968,2,2877.8,2778.9,2658.9,2771.86666666667,11155.6,no,yes,10957.8,no,yes,10717.8,no,yes,10943.7333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
153,Cineplex Aachen,Cineplex Aachen_KornelimünsterSteinkaulweidsw_15.csv,2902.9,446.2,176.7,0,Cineplex Aachen_KornelimünsterSteinkaulweidsw_18.csv,2776.2,446.2,170,0,Cineplex Aachen_KornelimünsterSteinkaulweidsw_21.csv,2656.2,446.2,170,2,1183.7,6373.2,Aachen,POINT (6.166510099999999 50.72750475000001),5228.59879941423,7440.06775674495,,8335.3,2.56297762814597,2.67994660209817,2.80101940996346,2.68131454673587,7151.6,transit,2902.9,car,2280,21.4578524923352,transit,2776.2,car,2160,22.1958072185001,transit,2656.2,car,2040,23.1985543257285,6480,22.2840713455213,2,2902.9,2776.2,2656.2,2778.43333333333,11205.8,no,yes,10952.4,no,yes,10712.4,no,yes,10956.8666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
154,Eden Palast,Eden Palast_KornelimünsterSteinkaulweidsw_15.csv,2847.5,446.2,121.3,0,Eden Palast_KornelimünsterSteinkaulweidsw_18.csv,2847.5,446.2,121.3,0,Eden Palast_KornelimünsterSteinkaulweidsw_21.csv,2727.5,446.2,121.3,3,1235.8,6323.9,Aachen,POINT (6.166510099999999 50.72750475000001),5228.59879941423,7495.4241699015,,8422.5,2.63228241260808,2.63228241260808,2.74809318786489,2.67088600436035,7186.7,transit,2847.5,car,2280,19.9297629499561,transit,2847.5,car,2280,19.9297629499561,transit,2727.5,car,2160,20.8065994500458,6720,20.2220417833193,3,2847.5,2847.5,2727.5,2807.5,11095,no,yes,11095,no,yes,10855,no,yes,11015,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
155,Apollo Kino,Apollo Kino_MelatenerStraßesw_15.csv,402.4,146.6,75.8,0,Apollo Kino_MelatenerStraßesw_18.csv,402.4,146.6,75.8,0,Apollo Kino_MelatenerStraßesw_21.csv,532.4,146.6,145.8,0,549.2,1135.7,Aachen,POINT (6.061654441940719 50.78054863850255),4254.33132193206,1220.41961633915,,1337.2,3.03285192927224,3.03285192927224,2.29229830266557,2.78600072040335,788,transit,402.4,transit,180,55.2683896620278,transit,402.4,transit,180,55.2683896620278,transit,532.4,transit,240,54.9211119459053,600,55.1526304233203,0,402.4,402.4,532.4,445.733333333333,6204.8,yes,yes,6204.8,yes,yes,6464.8,yes,yes,6291.46666666667,yes,1,yes,1,yes,yes,yes,yes,no,yes,yes,1,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
156,Capitol,Capitol_MelatenerStraßesw_15.csv,786.1,146.6,99.5,0,Capitol_MelatenerStraßesw_18.csv,786.1,146.6,99.5,0,Capitol_MelatenerStraßesw_21.csv,726.1,146.6,99.5,0,568.6,1559,Aachen,POINT (6.061654441940719 50.78054863850255),4254.33132193206,1837.87023305246,,2298.3,2.33795984359809,2.33795984359809,2.53115305474791,2.40235758064803,1729.7,transit,786.1,car,540,31.3064495611245,transit,786.1,car,540,31.3064495611245,transit,726.1,car,480,33.8934031125189,1560,32.1687674115893,0,786.1,786.1,726.1,766.1,6972.2,no,yes,6972.2,no,yes,6852.2,no,yes,6932.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
157,,None_MelatenerStraßesw_15.csv,1052.8,160.1,172.7,0,None_MelatenerStraßesw_18.csv,1052.8,160.1,172.7,0,None_MelatenerStraßesw_21.csv,872.8,160.1,172.7,1,672.1,1705.1,Aachen,POINT (6.061654441940719 50.78054863850255),4254.33132193206,1839.2086599114,,2978.4,1.74696871192192,1.74696871192192,2.10725098523304,1.86706280302563,2306.3,transit,1052.8,car,720,31.6109422492401,transit,1052.8,car,720,31.6109422492401,transit,872.8,car,540,38.1301558203483,1980,33.7840134396095,1,1052.8,1052.8,872.8,992.8,7505.6,no,yes,7505.6,no,yes,7145.6,no,yes,7385.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
158,Cineplex Aachen,Cineplex Aachen_MelatenerStraßesw_15.csv,1050.1,160.1,170,0,Cineplex Aachen_MelatenerStraßesw_18.csv,1050.1,160.1,170,0,Cineplex Aachen_MelatenerStraßesw_21.csv,870.1,160.1,170,1,681.5,1910.9,Aachen,POINT (6.061654441940719 50.78054863850255),4254.33132193206,2057.70356095528,,2970.3,1.95953105509502,1.95953105509502,2.36490467872116,2.09465559630373,2288.8,transit,1050.1,car,720,31.4351014189125,transit,1050.1,car,720,31.4351014189125,transit,870.1,car,540,37.9381680266636,1980,33.6027902881629,1,1050.1,1050.1,870.1,990.1,7500.2,no,yes,7500.2,no,yes,7140.2,no,yes,7380.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
159,Eden Palast,Eden Palast_MelatenerStraßesw_15.csv,1391.2,146.6,224.6,0,Eden Palast_MelatenerStraßesw_18.csv,1391.2,146.6,224.6,0,Eden Palast_MelatenerStraßesw_21.csv,821.4,160.1,121.3,1,645.1,1883.8,Aachen,POINT (6.061654441940719 50.78054863850255),4254.33132193206,1983.21661497205,,3603.8,1.4255438578005,1.4255438578005,2.41443464204048,1.75517411921382,2958.7,transit,1391.2,car,1020,26.6820011500862,transit,1391.2,car,1020,26.6820011500862,transit,821.4,car,540,34.2585829072316,2580,29.207528402468,1,1391.2,1391.2,821.4,1201.26666666667,8182.4,no,yes,8182.4,no,yes,7042.8,no,yes,7802.53333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
160,Apollo Kino,Apollo Kino_Hansemannplatz-BLÜPH4_15.csv,719.8,198.3,161.5,0,Apollo Kino_Hansemannplatz-BLÜPH4_18.csv,719.8,198.3,161.5,1,Apollo Kino_Hansemannplatz-BLÜPH4_21.csv,618.1,254.7,123.4,0,310.5,1162.5,Aachen,POINT (6.096348677066236 50.77524122323012),2110.05540057309,1368.19835854061,,2057.7,1.900803498945,1.900803498945,2.2135550210979,2.0050540063293,1747.2,transit,719.8,car,360,49.9861072520145,transit,719.8,car,360,49.9861072520145,transit,618.1,car,240,61.1713314997573,960,53.7145153345954,1,719.8,719.8,618.1,685.9,6839.6,yes,yes,6839.6,yes,yes,6636.2,yes,yes,6771.8,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
161,Capitol,Capitol_Hansemannplatz-BLÜPH4_15.csv,508.8,198.3,130.5,0,Capitol_Hansemannplatz-BLÜPH4_18.csv,508.8,198.3,130.5,0,Capitol_Hansemannplatz-BLÜPH4_21.csv,587.7,254.7,213,0,212.7,540.5,Aachen,POINT (6.096348677066236 50.77524122323012),2110.05540057309,717.740850419987,,1605.3,1.4106541871462,1.4106541871462,1.22127080214393,1.34752639214544,1392.6,transit,508.8,car,180,64.622641509434,transit,508.8,car,180,64.622641509434,foot,540.5,car,120,79.5814190913731,480,69.6089007034137,0,508.8,508.8,540.5,519.366666666667,6417.6,yes,yes,6417.6,yes,yes,6481,yes,yes,6438.73333333333,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,yes,yes
162,,None_Hansemannplatz-BLÜPH4_15.csv,792.4,308.9,183.5,1,None_Hansemannplatz-BLÜPH4_18.csv,792.4,308.9,183.5,0,None_Hansemannplatz-BLÜPH4_21.csv,858.2,254.7,183.5,0,423.2,692,Aachen,POINT (6.096348677066236 50.77524122323012),2110.05540057309,838.694021819099,,2443,1.05842254141734,1.05842254141734,0.97727105781764,1.03137204688411,2019.8,foot,692,car,300,62.1403331650681,foot,692,car,300,62.1403331650681,foot,692,car,420,51.0603588907015,1020,58.4470084069459,1,692,692,692,692,6784,yes,yes,6784,yes,yes,6784,yes,yes,6784,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
163,Cineplex Aachen,Cineplex Aachen_Hansemannplatz-BLÜPH4_15.csv,877.4,227.4,170,1,Cineplex Aachen_Hansemannplatz-BLÜPH4_18.csv,877.4,227.4,170,1,Cineplex Aachen_Hansemannplatz-BLÜPH4_21.csv,1016.1,254.7,341.4,0,352.4,681.1,Aachen,POINT (6.096348677066236 50.77524122323012),2110.05540057309,781.190406798846,,2770.9,0.890346941872403,0.890346941872403,0.768812525144027,0.849835469629611,2418.5,foot,681.1,car,480,45.292910873034,foot,681.1,car,480,45.292910873034,foot,681.1,car,420,58.6654856805432,1380,49.7504358088704,2,681.1,681.1,681.1,681.1,6762.2,yes,yes,6762.2,yes,yes,6762.2,yes,yes,6762.2,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
164,Eden Palast,Eden Palast_Hansemannplatz-BLÜPH4_15.csv,828.5,167.2,121.3,2,Eden Palast_Hansemannplatz-BLÜPH4_18.csv,828.5,167.2,121.3,2,Eden Palast_Hansemannplatz-BLÜPH4_21.csv,648.7,227.4,121.3,0,444.1,868,Aachen,POINT (6.096348677066236 50.77524122323012),2110.05540057309,912.500235835728,,2305.7,1.10138833534789,1.10138833534789,1.40665983634304,1.20314550234627,1861.6,transit,828.5,car,540,34.8219674109837,transit,828.5,car,540,34.8219674109837,transit,648.7,car,300,53.7536611684908,1380,41.1325319968194,4,828.5,828.5,648.7,768.566666666667,7057,no,yes,7057,no,yes,6697.4,yes,yes,6937.13333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
165,Apollo Kino,Apollo Kino_St.Severinsw_15.csv,1597.3,141.5,75.8,4,Apollo Kino_St.Severinsw_18.csv,1597.3,141.5,75.8,3,Apollo Kino_St.Severinsw_21.csv,1597.3,141.5,75.8,2,908,4149.5,Aachen,POINT (6.147877181464582 50.77650499877769),3249.69251708535,4883.86384027909,,4791.9,3.05757455723977,3.05757455723977,3.05757455723977,3.05757455723977,3883.9,transit,1597.3,car,1380,13.6042070994804,transit,1597.3,car,1380,13.6042070994804,transit,1597.3,car,1380,13.6042070994804,4140,13.6042070994804,9,1597.3,1597.3,1597.3,1597.3,8594.6,no,yes,8594.6,no,yes,8594.6,no,yes,8594.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
166,Capitol,Capitol_St.Severinsw_15.csv,1691.5,332,99.5,2,Capitol_St.Severinsw_18.csv,1691.5,332,99.5,2,Capitol_St.Severinsw_21.csv,1381,141.5,99.5,1,831.6,3659.3,Aachen,POINT (6.147877181464582 50.77650499877769),3249.69251708535,4264.95842107856,,4764,2.52140610173134,2.52140610173134,3.08831167348194,2.71037462564821,3932.4,transit,1691.5,car,1260,25.5099024534437,transit,1691.5,car,1260,25.5099024534437,transit,1381,car,1140,17.4511223750905,3660,22.823642427326,5,1691.5,1691.5,1381,1588,8783,no,yes,8783,no,yes,8162,no,yes,8576,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
167,,None_St.Severinsw_15.csv,1514.2,141.5,172.7,1,None_St.Severinsw_18.csv,1514.2,141.5,172.7,1,None_St.Severinsw_21.csv,1694.2,141.5,172.7,1,788.7,3697.8,Aachen,POINT (6.147877181464582 50.77650499877769),3249.69251708535,4455.68209573631,,4722.6,2.94259813481463,2.94259813481463,2.62996228056682,2.83838618339869,3933.9,transit,1514.2,car,1200,20.7502311451592,transit,1514.2,car,1200,20.7502311451592,transit,1694.2,car,1380,18.5456262542793,3780,20.0153628481992,3,1514.2,1514.2,1694.2,1574.2,8428.4,no,yes,8428.4,no,yes,8788.4,no,yes,8548.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
168,Cineplex Aachen,Cineplex Aachen_St.Severinsw_15.csv,1511.5,141.5,170,1,Cineplex Aachen_St.Severinsw_18.csv,1511.5,141.5,170,1,Cineplex Aachen_St.Severinsw_21.csv,1691.5,141.5,170,1,718,3598.9,Aachen,POINT (6.147877181464582 50.77650499877769),3249.69251708535,4328.67923113792,,4714.5,2.86383012314781,2.86383012314781,2.55907728710489,2.76224584446684,3996.5,transit,1511.5,car,1200,20.6086668871981,transit,1511.5,car,1200,20.6086668871981,transit,1691.5,car,1380,18.4156074490098,3780,19.8776470744687,3,1511.5,1511.5,1691.5,1571.5,8423,no,yes,8423,no,yes,8783,no,yes,8543,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
169,Eden Palast,Eden Palast_St.Severinsw_15.csv,1462.8,141.5,121.3,1,Eden Palast_St.Severinsw_18.csv,1462.8,141.5,121.3,1,Eden Palast_St.Severinsw_21.csv,1762.8,141.5,121.3,2,809.7,3785.9,Aachen,POINT (6.147877181464582 50.77650499877769),3249.69251708535,4455.35454245864,,4688.4,3.04577149470785,3.04577149470785,2.52743053236819,2.87299117392796,3878.7,transit,1462.8,car,1200,17.9655455291222,transit,1462.8,car,1200,17.9655455291222,transit,1762.8,car,1500,14.9081007488087,3900,16.9463972690177,4,1462.8,1462.8,1762.8,1562.8,8325.6,no,yes,8325.6,no,yes,8925.6,no,yes,8525.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
170,Apollo Kino,Apollo Kino_AmReulertsw_15.csv,2134.7,138.9,75.8,2,Apollo Kino_AmReulertsw_18.csv,2134.7,138.9,75.8,2,Apollo Kino_AmReulertsw_21.csv,2258.7,442.9,75.8,3,1238.9,6229.6,Aachen,POINT (6.173391405005091 50.75611798689061),4395.5929893535,7201.58766760701,,6528.1,3.37358301757016,3.37358301757016,3.18837723806039,3.31184775773357,5289.2,transit,2134.7,car,1920,10.0576193376118,transit,2134.7,car,1920,10.0576193376118,transit,2258.7,car,1740,22.9645371231239,5580,14.3599252661159,7,2134.7,2134.7,2258.7,2176.03333333333,9669.4,no,yes,9669.4,no,yes,9917.4,no,yes,9752.06666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
171,Capitol,Capitol_AmReulertsw_15.csv,2278.4,138.9,99.5,0,Capitol_AmReulertsw_18.csv,2278.4,138.9,99.5,0,Capitol_AmReulertsw_21.csv,2042.4,442.9,99.5,2,1130.2,5556,Aachen,POINT (6.173391405005091 50.75611798689061),4395.5929893535,6548.78682994279,,6599.2,2.87429197241169,2.87429197241169,3.20641736679533,2.98500043720624,5469,transit,2278.4,car,2040,10.4634831460674,transit,2278.4,car,2040,10.4634831460674,transit,2042.4,car,1500,26.5569917743831,5580,15.8279860221726,2,2278.4,2278.4,2042.4,2199.73333333333,9956.8,no,yes,9956.8,no,yes,9484.8,no,yes,9799.46666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
172,,None_AmReulertsw_15.csv,2051.6,138.9,172.7,0,None_AmReulertsw_18.csv,2051.6,138.9,172.7,0,None_AmReulertsw_21.csv,2355.6,442.9,172.7,2,1061.1,5572.3,Aachen,POINT (6.173391405005091 50.75611798689061),4395.5929893535,6521.13280501861,,6458.8,3.17855956571389,3.17855956571389,2.7683532030135,3.04182411148043,5397.7,transit,2051.6,car,1740,15.1881458373952,transit,2051.6,car,1740,15.1881458373952,transit,2355.6,car,1740,26.1334691798268,5220,18.8365869515391,2,2051.6,2051.6,2355.6,2152.93333333333,9503.2,no,yes,9503.2,no,yes,10111.2,no,yes,9705.86666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
173,Cineplex Aachen,Cineplex Aachen_AmReulertsw_15.csv,2048.9,138.9,170,0,Cineplex Aachen_AmReulertsw_18.csv,2048.9,138.9,170,0,Cineplex Aachen_AmReulertsw_21.csv,2352.9,442.9,170,2,990.4,5473.4,Aachen,POINT (6.173391405005091 50.75611798689061),4395.5929893535,6326.96885481962,,6450.7,3.08798323725883,3.08798323725883,2.68900882095271,2.95499176515679,5460.3,transit,2048.9,car,1740,15.076382449119,transit,2048.9,car,1740,15.076382449119,transit,2352.9,car,1740,26.0487058523524,5220,18.7338235835302,2,2048.9,2048.9,2352.9,2150.23333333333,9497.8,no,yes,9497.8,no,yes,10105.8,no,yes,9700.46666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
